hashtag,tweet,hashtags,Processed_Tweet,Dominant_Topic
revanth reddy,"#Telangana government is set to take strict action against online betting apps and online rummy platforms. During the Assembly Budget Sessions on Wednesday, #Chief Minister #Revanth Reddy announced plans to establish a Special Investigation Team (SIT) to tackle the issue.","#Telangana,#Chief,#Revanth","['#', 'telangana', 'government', 'is', 'set', 'to', 'take', 'strict', 'action', 'against', 'online', 'betting', 'apps', 'and', 'online', 'rummy', 'platforms', '.', 'during', 'the', 'assembly', 'budget', 'sessions', 'on', 'wednesday', ',', '#', 'chief', 'minister', '#', 'revanth', 'reddy', 'announced', 'plans', 'to', 'establish', 'a', 'special', 'investigation', 'team', '(', 'sit', ')', 'to', 'tackle', 'the', 'issue', '.']",1
revanth reddy,"రేవంత్ రెడ్డికి సొంత పార్టీ నుంచే ముప్పు పొంచి ఉందా?

పార్టీలో రేవంత్ రెడ్డి శైలి, వేగవంతమైన నిర్ణయాలు కొంతమంది నాయకులకు ఇబ్బంది కలిగిస్తున్నాయి. 

#Congress #Reddy #revanth #RevanthReddy

@INCIndia @singerrevanth @revanth_anumula 

indiaherald.com/Editorial/Re…","#Congress,#Reddy,#revanth,#RevanthReddy","['రేవంత్', 'రెడ్డికి', 'సొంత', 'పార్టీ', 'నుంచే', 'ముప్పు', 'పొంచి', 'ఉందా', '?', 'పార్టీలో', 'రేవంత్', 'రెడ్డి', 'శైలి', ',', 'వేగవంతమైన', 'నిర్ణయాలు', 'కొంతమంది', 'నాయకులకు', 'ఇబ్బంది', 'కలిగిస్తున్నాయి', '.', '#', 'congress', '#', 'reddy', '#', 'revanth', '#', 'revanthreddy', '@', 'incindia', '@', 'singerrevanth', '@', 'revanth_anumula', 'indiaherald.com/editorial/re…']",0
revanth reddy,"𝐉𝐚𝐢 𝐑𝐞𝐯𝐚𝐧𝐭𝐡 𝐀𝐧𝐧𝐚 ✊
.
.
.
#revanth #revanthreddy #revanthannafan9 #Telangana #Congress #explore #ViralVideos #BRS","#revanth,#revanthreddy,#revanthannafan9,#Telangana,#Congress,#explore,#ViralVideos,#BRS","['𝐉𝐚𝐢', '𝐑𝐞𝐯𝐚𝐧𝐭𝐡', '𝐀𝐧𝐧𝐚', '✊', '.', '.', '.', '#', 'revanth', '#', 'revanthreddy', '#', 'revanthannafan9', '#', 'telangana', '#', 'congress', '#', 'explore', '#', 'viralvideos', '#', 'brs']",2
revanth reddy,"I hope correct punishment will be given to responsibile engineers in Medigadda case. #inc, #revanth reddy, @revanth_anumula @KomatireddyKVR @UttamINC","#inc,#revanth","['i', 'hope', 'correct', 'punishment', 'will', 'be', 'given', 'to', 'responsibile', 'engineers', 'in', 'medigadda', 'case', '.', '#', 'inc', ',', '#', 'revanth', 'reddy', ',', '@', 'revanth_anumula', '@', 'komatireddykvr', '@', 'uttaminc']",2
revanth reddy,"North will make us secondary #citizens, #Revanth Reddy on #delimitation
telanganatoday.com/north-wil…","#citizens,#Revanth,#delimitation","['north', 'will', 'make', 'us', 'secondary', '#', 'citizens', ',', '#', 'revanth', 'reddy', 'on', '#', 'delimitation', 'telanganatoday.com/north-wil…']",1
revanth reddy,"TS New Government Jobs 2025 : రెవెన్యూ శాఖలోని కొత్తగా 10,954 ఉద్యోగాల భ‌ర్తీకి ఆమోదం... ఇంకా గురుకులాల్లో కూడా...!
education.sakshi.com/vrovra/…
#ts #government #job2025 #vro #vra  #TelanganaCongress #revanth #reddy #news #Telugu #government #governmentjobs #Jobs #latestjobs #tsnews","#ts,#government,#job2025,#vro,#vra,#TelanganaCongress,#revanth,#reddy,#news,#Telugu,#government,#governmentjobs,#Jobs,#latestjobs,#tsnews","['ts', 'new', 'government', 'jobs', '2025', ':', 'రెవెన్యూ', 'శాఖలోని', 'కొత్తగా', '10,954', 'ఉద్యోగాల', 'భ\u200cర్తీకి', 'ఆమోదం', '...', 'ఇంకా', 'గురుకులాల్లో', 'కూడా', '...', '!', 'education.sakshi.com/vrovra/…', '#', 'ts', '#', 'government', '#', 'job2025', '#', 'vro', '#', 'vra', '#', 'telanganacongress', '#', 'revanth', '#', 'reddy', '#', 'news', '#', 'telugu', '#', 'government', '#', 'governmentjobs', '#', 'jobs', '#', 'latestjobs', '#', 'tsnews']",2
revanth reddy,"Do not increase Lok Sabha seat numbers,"" in the delimitation exercise, #CM #Revanth Reddy tells Centre","#CM,#Revanth","['do', 'not', 'increase', 'lok', 'sabha', 'seat', 'numbers', ',', ""''"", 'in', 'the', 'delimitation', 'exercise', ',', '#', 'cm', '#', 'revanth', 'reddy', 'tells', 'centre']",1
revanth reddy,"#BRS MLAs meet #Revanth Reddy on development works
telanganatoday.com/harish-ra…","#BRS,#Revanth","['#', 'brs', 'mlas', 'meet', '#', 'revanth', 'reddy', 'on', 'development', 'works', 'telanganatoday.com/harish-ra…']",2
revanth reddy,"రేవంత్ రెడ్డిపై సంచలన వ్యాఖ్యలు చేసిన గుమ్మడి నర్సయ్య..?

ఇటీవల సీఎం రేవంత్ రెడ్డిని కలిసేందుకు ఆయన నివాసం వద్దకు గుమ్మడి నర్సయ్య వచ్చారు. అయితే అపాయిట్ 

#revanth #gummadi #KCR #Reddy

@singerrevanth @Adinarayana_JMD @INCIndia 

indiaherald.com/Editorial/Re…","#revanth,#gummadi,#KCR,#Reddy","['రేవంత్', 'రెడ్డిపై', 'సంచలన', 'వ్యాఖ్యలు', 'చేసిన', 'గుమ్మడి', 'నర్సయ్య', '..', '?', 'ఇటీవల', 'సీఎం', 'రేవంత్', 'రెడ్డిని', 'కలిసేందుకు', 'ఆయన', 'నివాసం', 'వద్దకు', 'గుమ్మడి', 'నర్సయ్య', 'వచ్చారు', '.', 'అయితే', 'అపాయిట్', '#', 'revanth', '#', 'gummadi', '#', 'kcr', '#', 'reddy', '@', 'singerrevanth', '@', 'adinarayana_jmd', '@', 'incindia', 'indiaherald.com/editorial/re…']",0
revanth reddy,"రేవంత్ ప్రభుత్వానికి అభినందనలు తెలిపిన రాహుల్, ప్రియాంక గాంధీలు
# ARR social media #Telangana Congress #Revanth Reddy 
@revanth_anumula
@TG PRAJA PALANA","#Telangana,#Revanth","['రేవంత్', 'ప్రభుత్వానికి', 'అభినందనలు', 'తెలిపిన', 'రాహుల్', ',', 'ప్రియాంక', 'గాంధీలు', '#', 'arr', 'social', 'media', '#', 'telangana', 'congress', '#', 'revanth', 'reddy', '@', 'revanth_anumula', '@', 'tg', 'praja', 'palana']",1
revanth reddy,"కేసీఆర్ గొర్లు, బర్లు కాసుకొమ్మంటే.. 
చదువుకుని ఉద్యోగాలు చెయ్యమని రేవంతన్న అంటున్నడు..
# ARR social media
#Revanth Reddy #Congress #jonnotification #Telangana","#Revanth,#Congress,#jonnotification,#Telangana","['కేసీఆర్', 'గొర్లు', ',', 'బర్లు', 'కాసుకొమ్మంటే', '..', 'చదువుకుని', 'ఉద్యోగాలు', 'చెయ్యమని', 'రేవంతన్న', 'అంటున్నడు', '..', '#', 'arr', 'social', 'media', '#', 'revanth', 'reddy', '#', 'congress', '#', 'jonnotification', '#', 'telangana']",2
revanth reddy,"#Telangana #HC quashes case against #Revanth Reddy
telanganatoday.com/telangana…","#Telangana,#HC,#Revanth","['#', 'telangana', '#', 'hc', 'quashes', 'case', 'against', '#', 'revanth', 'reddy', 'telanganatoday.com/telangana…']",1
revanth reddy,"Chief Minister #Revanth Reddy clinches a major deal with #McDonald’s #CEO Chris #Kempczinski, bringing 2,000 jobs & boosting local agriculture. #Hyderabad beats #Bangalore with its talent, infra & quality of life.","#Revanth,#McDonald,#CEO,#Kempczinski,#Hyderabad,#Bangalore","['chief', 'minister', '#', 'revanth', 'reddy', 'clinches', 'a', 'major', 'deal', 'with', '#', 'mcdonald', '’', 's', '#', 'ceo', 'chris', '#', 'kempczinski', ',', 'bringing', '2,000', 'jobs', '&', 'boosting', 'local', 'agriculture', '.', '#', 'hyderabad', 'beats', '#', 'bangalore', 'with', 'its', 'talent', ',', 'infra', '&', 'quality', 'of', 'life', '.']",2
revanth reddy,"Telangana CM #Revanth Reddy highlights the state's financial crunch, citing inability to pay dearness allowance. Fiscal discipline across states is crucial as deficits and debts rise due to populist schemes. #Telangana #FiscalHealth #StateFinance","#Revanth,#Telangana,#FiscalHealth,#StateFinance","['telangana', 'cm', '#', 'revanth', 'reddy', 'highlights', 'the', 'state', ""'s"", 'financial', 'crunch', ',', 'citing', 'inability', 'to', 'pay', 'dearness', 'allowance', '.', 'fiscal', 'discipline', 'across', 'states', 'is', 'crucial', 'as', 'deficits', 'and', 'debts', 'rise', 'due', 'to', 'populist', 'schemes', '.', '#', 'telangana', '#', 'fiscalhealth', '#', 'statefinance']",1
revanth reddy,"గుంట నక్కలను వేటాడే సింహం..🔥🔥
@revanth_anumula

#RevanthReddy #TelanganaCM #TelanganaCongress #Revanth #TelanganaCMO #Telangana @TGCMOUnofficial #Politics #TelanganaPolitics #Congress","#RevanthReddy,#TelanganaCM,#TelanganaCongress,#Revanth,#TelanganaCMO,#Telangana,#Politics,#TelanganaPolitics,#Congress","['గుంట', 'నక్కలను', 'వేటాడే', 'సింహం', '..', '🔥🔥', '@', 'revanth_anumula', '#', 'revanthreddy', '#', 'telanganacm', '#', 'telanganacongress', '#', 'revanth', '#', 'telanganacmo', '#', 'telangana', '@', 'tgcmounofficial', '#', 'politics', '#', 'telanganapolitics', '#', 'congress']",2
modi,"ਹਰ ਪਾਸੇ ਬੀਜੇਪੀ ਦੀ ਗੁੰਡਾਗਰਦੀ ਜਾਰੀਹੈ, ਬੀਜੇਪੀ ਸਰਕਾਰ ਦੀ ਗੁੰਡਾਗਰਦੀ ਯੂਪੀ (ਉੱਤਰ ਪ੍ਰਦੇਸ਼) ਵਿੱਚ 
@MOHALITIMES_ 
@narendramodi 
@Myogi_2027 
@AmitShah 
.
.
 #ਪੰਜਾਬ #ਪੰਜਾਬੀ #punjab #Punjabnews #Uttarpradesh#Up #modi #amishah","#ਪ,#ਪ,#punjab,#Punjabnews,#Uttarpradesh,#Up,#modi,#amishah","['ਹਰ', 'ਪਾਸੇ', 'ਬੀਜੇਪੀ', 'ਦੀ', 'ਗੁੰਡਾਗਰਦੀ', 'ਜਾਰੀਹੈ', ',', 'ਬੀਜੇਪੀ', 'ਸਰਕਾਰ', 'ਦੀ', 'ਗੁੰਡਾਗਰਦੀ', 'ਯੂਪੀ', '(', 'ਉੱਤਰ', 'ਪ੍ਰਦੇਸ਼', ')', 'ਵਿੱਚ', '@', 'mohalitimes_', '@', 'narendramodi', '@', 'myogi_2027', '@', 'amitshah', '.', '.', '#', 'ਪੰਜਾਬ', '#', 'ਪੰਜਾਬੀ', '#', 'punjab', '#', 'punjabnews', '#', 'uttarpradesh', '#', 'up', '#', 'modi', '#', 'amishah']",0
modi,"How can Anyone Defeat This Man ❓
#Modi",#Modi,"['how', 'can', 'anyone', 'defeat', 'this', 'man', '❓', '#', 'modi']",3
modi,"ఆస్తి పన్ను బకాయిదారులకు భలే మంచి అవకాశం! 
ఆస్తి పన్ను బకాయిల వడ్డీపై 50% రాయితీ
#sundarapuvijaykumar #Janasena #Pawankalyan #cbn #tdp #Modi #BJP #NDA #yelamanchili","#sundarapuvijaykumar,#Janasena,#Pawankalyan,#cbn,#tdp,#Modi,#BJP,#NDA,#yelamanchili","['ఆస్తి', 'పన్ను', 'బకాయిదారులకు', 'భలే', 'మంచి', 'అవకాశం', '!', 'ఆస్తి', 'పన్ను', 'బకాయిల', 'వడ్డీపై', '50', '%', 'రాయితీ', '#', 'sundarapuvijaykumar', '#', 'janasena', '#', 'pawankalyan', '#', 'cbn', '#', 'tdp', '#', 'modi', '#', 'bjp', '#', 'nda', '#', 'yelamanchili']",2
modi,"चीन द्वारा इसमें इतने न्यायिक व्यवधान डाले जाएंगे कि @narendramodi बीस जन्म में भी इसका दोहन कर पाएगा।

#Modi #India","#Modi,#India","['चीन', 'द्वारा', 'इसमें', 'इतने', 'न्यायिक', 'व्यवधान', 'डाले', 'जाएंगे', 'कि', '@', 'narendramodi', 'बीस', 'जन्म', 'में', 'भी', 'इसका', 'दोहन', 'कर', 'पाएगा।', '#', 'modi', '#', 'india']",3
modi,"Happy Birthday To Our Dear Global Star @AlwaysRamCharan RamCharan Garu.
#sundarapuvijaykumar #RamCharanBDayCelebrations #RamCharan #TeamRamCharan #Janasena #Pawankalyan #cbn #tdp #Modi #bjp #nda #yelamanchili","#sundarapuvijaykumar,#RamCharanBDayCelebrations,#RamCharan,#TeamRamCharan,#Janasena,#Pawankalyan,#cbn,#tdp,#Modi,#bjp,#nda,#yelamanchili","['happy', 'birthday', 'to', 'our', 'dear', 'global', 'star', '@', 'alwaysramcharan', 'ramcharan', 'garu', '.', '#', 'sundarapuvijaykumar', '#', 'ramcharanbdaycelebrations', '#', 'ramcharan', '#', 'teamramcharan', '#', 'janasena', '#', 'pawankalyan', '#', 'cbn', '#', 'tdp', '#', 'modi', '#', 'bjp', '#', 'nda', '#', 'yelamanchili']",2
modi,"ஒன்றிய பா.ஜ.க. அரசு தமிழ்நாட்டை  வஞ்சித்து வருகிறது !   

நாளொரு போராட்டத்தை முன்னெடுத்தே நம் உரிமைகளைப் பெறக்கூடிய வகையில் ஒன்றிய பா.ஜ.க. அரசு, தமிழ்நாட்டை ஒவ்வொரு துறையிலும் தொடர்ந்து வஞ்சித்து வருகிறது.

#CMMKStalin #BJPGovernment #Modi #Tamilnadu #KalaignarSeithigal","#CMMKStalin,#BJPGovernment,#Modi,#Tamilnadu,#KalaignarSeithigal","['ஒன்றிய', 'பா.ஜ.க', '.', 'அரசு', 'தமிழ்நாட்டை', 'வஞ்சித்து', 'வருகிறது', '!', 'நாளொரு', 'போராட்டத்தை', 'முன்னெடுத்தே', 'நம்', 'உரிமைகளைப்', 'பெறக்கூடிய', 'வகையில்', 'ஒன்றிய', 'பா.ஜ.க', '.', 'அரசு', ',', 'தமிழ்நாட்டை', 'ஒவ்வொரு', 'துறையிலும்', 'தொடர்ந்து', 'வஞ்சித்து', 'வருகிறது', '.', '#', 'cmmkstalin', '#', 'bjpgovernment', '#', 'modi', '#', 'tamilnadu', '#', 'kalaignarseithigal']",2
modi,"ఇప్పుడున్న పరిస్థితులను అర్థం చేసుకొని రహదారి విస్తరణకు అందరూ సహకరించాలని, మీ సమస్యలు ఏమున్నా వాటి పరిష్కారానికి ఎల్లప్పుడూ అండగా ఉంటానని భరోసా ఇచ్చారు.
#sundarapuvijaykumar #Janasena #Pawankalyan #CBN #TDP #Modi #BJP #NDA #yelamanchili","#sundarapuvijaykumar,#Janasena,#Pawankalyan,#CBN,#TDP,#Modi,#BJP,#NDA,#yelamanchili","['ఇప్పుడున్న', 'పరిస్థితులను', 'అర్థం', 'చేసుకొని', 'రహదారి', 'విస్తరణకు', 'అందరూ', 'సహకరించాలని', ',', 'మీ', 'సమస్యలు', 'ఏమున్నా', 'వాటి', 'పరిష్కారానికి', 'ఎల్లప్పుడూ', 'అండగా', 'ఉంటానని', 'భరోసా', 'ఇచ్చారు', '.', '#', 'sundarapuvijaykumar', '#', 'janasena', '#', 'pawankalyan', '#', 'cbn', '#', 'tdp', '#', 'modi', '#', 'bjp', '#', 'nda', '#', 'yelamanchili']",2
modi,"सौगात-ए-मोदीमुळे मी भावुक झालोय. अखेर मोदीजी बदलताहेत, पण आता अंधभक्तांचं काय होणार! 😜
#Modi
#saugatemodi","#Modi,#saugatemodi","['सौगात-ए-मोदीमुळे', 'मी', 'भावुक', 'झालोय', '.', 'अखेर', 'मोदीजी', 'बदलताहेत', ',', 'पण', 'आता', 'अंधभक्तांचं', 'काय', 'होणार', '!', '😜', '#', 'modi', '#', 'saugatemodi']",2
modi,"Pradeep Bhandari- Give me primary source of 1 Historian.

SP Spox- त त प प

Anyway, happy that यदमुल्ले are exposing their Appeasement so much that even those Rajputs who were misguided by CHINDIs to vote against #Modi Sarkar in 2024 GE, now abusing them.",#Modi,"['pradeep', 'bhandari-', 'give', 'me', 'primary', 'source', 'of', '1', 'historian', '.', 'sp', 'spox-', 'त', 'त', 'प', 'प', 'anyway', ',', 'happy', 'that', 'यदमुल्ले', 'are', 'exposing', 'their', 'appeasement', 'so', 'much', 'that', 'even', 'those', 'rajputs', 'who', 'were', 'misguided', 'by', 'chindis', 'to', 'vote', 'against', '#', 'modi', 'sarkar', 'in', '2024', 'ge', ',', 'now', 'abusing', 'them', '.']",0
modi,"ਹਰ ਪਾਸੇ ਬੀਜੇਪੀ ਦੀ ਗੁੰਡਾਗਰਦੀ ਜਾਰੀਹੈ, ਬੀਜੇਪੀ ਸਰਕਾਰ ਦੀ ਗੁੰਡਾਗਰਦੀ ਯੂਪੀ (ਉੱਤਰ ਪ੍ਰਦੇਸ਼) ਵਿੱਚ 
@PATIALATIMES_ 
@narendramodi 
@myogi_adityanath 
@amitshahshahofficial
.
.
 #ਪੰਜਾਬ #ਪੰਜਾਬੀ #punjab #Punjabnews #Uttarpradesh#Up #modi #amishah","#ਪ,#ਪ,#punjab,#Punjabnews,#Uttarpradesh,#Up,#modi,#amishah","['ਹਰ', 'ਪਾਸੇ', 'ਬੀਜੇਪੀ', 'ਦੀ', 'ਗੁੰਡਾਗਰਦੀ', 'ਜਾਰੀਹੈ', ',', 'ਬੀਜੇਪੀ', 'ਸਰਕਾਰ', 'ਦੀ', 'ਗੁੰਡਾਗਰਦੀ', 'ਯੂਪੀ', '(', 'ਉੱਤਰ', 'ਪ੍ਰਦੇਸ਼', ')', 'ਵਿੱਚ', '@', 'patialatimes_', '@', 'narendramodi', '@', 'myogi_adityanath', '@', 'amitshahshahofficial', '.', '.', '#', 'ਪੰਜਾਬ', '#', 'ਪੰਜਾਬੀ', '#', 'punjab', '#', 'punjabnews', '#', 'uttarpradesh', '#', 'up', '#', 'modi', '#', 'amishah']",0
modi,"The #Modi government has potentially tapped into this soft power resource by highlighting its #civilisational values, cultural resources, and scientific development strengths: Abhishek Srivastava or-f.org/33217","#Modi,#civilisational","['the', '#', 'modi', 'government', 'has', 'potentially', 'tapped', 'into', 'this', 'soft', 'power', 'resource', 'by', 'highlighting', 'its', '#', 'civilisational', 'values', ',', 'cultural', 'resources', ',', 'and', 'scientific', 'development', 'strengths', ':', 'abhishek', 'srivastava', 'or-f.org/33217']",2
modi,"Invited as Chief Guest for Mauritius National Day celebrations, PM #Modi’s visit underscores #India’s deep-rooted ties with Mauritius while strengthening regional #maritime security #cooperation Harsh V. Pant & @SamirApolitical or-f.org/33230","#Modi,#India,#maritime,#cooperation","['invited', 'as', 'chief', 'guest', 'for', 'mauritius', 'national', 'day', 'celebrations', ',', 'pm', '#', 'modi', '’', 's', 'visit', 'underscores', '#', 'india', '’', 's', 'deep-rooted', 'ties', 'with', 'mauritius', 'while', 'strengthening', 'regional', '#', 'maritime', 'security', '#', 'cooperation', 'harsh', 'v.', 'pant', '&', '@', 'samirapolitical', 'or-f.org/33230']",1
modi,"विधायक कार्यालय में पटपड़गंज विधानसभा के सम्मानित नागरिकों की समस्याएं सुनीं और समाधान के लिए संबंधित अधिकारियों को आवश्यक निर्देश दिए।

हमारी प्रतिबद्धता है कि हर नागरिक को उसका अधिकार और सुविधाएं समय पर मिलें।

#ViksitDelhi #modi #patparganj #BJPDelhi #ModiKiGuarantee #rekhaguptacm #PatparganjVidhanSabha

@narendramodi @JPNadda @AmitShah @BJP4Delhi @BJP4India @gupta_rekha @Virend_Sachdeva @hdmalhotra @BansuriSwaraj","#ViksitDelhi,#modi,#patparganj,#BJPDelhi,#ModiKiGuarantee,#rekhaguptacm,#PatparganjVidhanSabha","['विधायक', 'कार्यालय', 'में', 'पटपड़गंज', 'विधानसभा', 'के', 'सम्मानित', 'नागरिकों', 'की', 'समस्याएं', 'सुनीं', 'और', 'समाधान', 'के', 'लिए', 'संबंधित', 'अधिकारियों', 'को', 'आवश्यक', 'निर्देश', 'दिए।', 'हमारी', 'प्रतिबद्धता', 'है', 'कि', 'हर', 'नागरिक', 'को', 'उसका', 'अधिकार', 'और', 'सुविधाएं', 'समय', 'पर', 'मिलें।', '#', 'viksitdelhi', '#', 'modi', '#', 'patparganj', '#', 'bjpdelhi', '#', 'modikiguarantee', '#', 'rekhaguptacm', '#', 'patparganjvidhansabha', '@', 'narendramodi', '@', 'jpnadda', '@', 'amitshah', '@', 'bjp4delhi', '@', 'bjp4india', '@', 'gupta_rekha', '@', 'virend_sachdeva', '@', 'hdmalhotra', '@', 'bansuriswaraj']",0
revanth reddy,"University of Hyderabad students condemn CM Revanth Reddy’s statement on varsity lands Hyderabad real estate
#uoh #Revanth #Hyderabad 

telanganatoday.com/universit…","#uoh,#Revanth,#Hyderabad","['university', 'of', 'hyderabad', 'students', 'condemn', 'cm', 'revanth', 'reddy', '’', 's', 'statement', 'on', 'varsity', 'lands', 'hyderabad', 'real', 'estate', '#', 'uoh', '#', 'revanth', '#', 'hyderabad', 'telanganatoday.com/universit…']",1
revanth reddy,"#Telangana government is set to take strict action against online betting apps and online rummy platforms. During the Assembly Budget Sessions on Wednesday, #Chief Minister #Revanth Reddy announced plans to establish a Special Investigation Team (SIT) to tackle the issue.","#Telangana,#Chief,#Revanth","['#', 'telangana', 'government', 'is', 'set', 'to', 'take', 'strict', 'action', 'against', 'online', 'betting', 'apps', 'and', 'online', 'rummy', 'platforms', '.', 'during', 'the', 'assembly', 'budget', 'sessions', 'on', 'wednesday', ',', '#', 'chief', 'minister', '#', 'revanth', 'reddy', 'announced', 'plans', 'to', 'establish', 'a', 'special', 'investigation', 'team', '(', 'sit', ')', 'to', 'tackle', 'the', 'issue', '.']",1
revanth reddy,"రేవంత్ రెడ్డికి సొంత పార్టీ నుంచే ముప్పు పొంచి ఉందా?

పార్టీలో రేవంత్ రెడ్డి శైలి, వేగవంతమైన నిర్ణయాలు కొంతమంది నాయకులకు ఇబ్బంది కలిగిస్తున్నాయి. 

#Congress #Reddy #revanth #RevanthReddy

@INCIndia @singerrevanth @revanth_anumula 

indiaherald.com/Editorial/Re…","#Congress,#Reddy,#revanth,#RevanthReddy","['రేవంత్', 'రెడ్డికి', 'సొంత', 'పార్టీ', 'నుంచే', 'ముప్పు', 'పొంచి', 'ఉందా', '?', 'పార్టీలో', 'రేవంత్', 'రెడ్డి', 'శైలి', ',', 'వేగవంతమైన', 'నిర్ణయాలు', 'కొంతమంది', 'నాయకులకు', 'ఇబ్బంది', 'కలిగిస్తున్నాయి', '.', '#', 'congress', '#', 'reddy', '#', 'revanth', '#', 'revanthreddy', '@', 'incindia', '@', 'singerrevanth', '@', 'revanth_anumula', 'indiaherald.com/editorial/re…']",0
revanth reddy,"𝐉𝐚𝐢 𝐑𝐞𝐯𝐚𝐧𝐭𝐡 𝐀𝐧𝐧𝐚 ✊
.
.
.
#revanth #revanthreddy #revanthannafan9 #Telangana #Congress #explore #ViralVideos #BRS","#revanth,#revanthreddy,#revanthannafan9,#Telangana,#Congress,#explore,#ViralVideos,#BRS","['𝐉𝐚𝐢', '𝐑𝐞𝐯𝐚𝐧𝐭𝐡', '𝐀𝐧𝐧𝐚', '✊', '.', '.', '.', '#', 'revanth', '#', 'revanthreddy', '#', 'revanthannafan9', '#', 'telangana', '#', 'congress', '#', 'explore', '#', 'viralvideos', '#', 'brs']",2
revanth reddy,"I hope correct punishment will be given to responsibile engineers in Medigadda case. #inc, #revanth reddy, @revanth_anumula @KomatireddyKVR @UttamINC","#inc,#revanth","['i', 'hope', 'correct', 'punishment', 'will', 'be', 'given', 'to', 'responsibile', 'engineers', 'in', 'medigadda', 'case', '.', '#', 'inc', ',', '#', 'revanth', 'reddy', ',', '@', 'revanth_anumula', '@', 'komatireddykvr', '@', 'uttaminc']",2
revanth reddy,"North will make us secondary #citizens, #Revanth Reddy on #delimitation
telanganatoday.com/north-wil…","#citizens,#Revanth,#delimitation","['north', 'will', 'make', 'us', 'secondary', '#', 'citizens', ',', '#', 'revanth', 'reddy', 'on', '#', 'delimitation', 'telanganatoday.com/north-wil…']",1
revanth reddy,"TS New Government Jobs 2025 : రెవెన్యూ శాఖలోని కొత్తగా 10,954 ఉద్యోగాల భ‌ర్తీకి ఆమోదం... ఇంకా గురుకులాల్లో కూడా...!
education.sakshi.com/vrovra/…
#ts #government #job2025 #vro #vra  #TelanganaCongress #revanth #reddy #news #Telugu #government #governmentjobs #Jobs #latestjobs #tsnews","#ts,#government,#job2025,#vro,#vra,#TelanganaCongress,#revanth,#reddy,#news,#Telugu,#government,#governmentjobs,#Jobs,#latestjobs,#tsnews","['ts', 'new', 'government', 'jobs', '2025', ':', 'రెవెన్యూ', 'శాఖలోని', 'కొత్తగా', '10,954', 'ఉద్యోగాల', 'భ\u200cర్తీకి', 'ఆమోదం', '...', 'ఇంకా', 'గురుకులాల్లో', 'కూడా', '...', '!', 'education.sakshi.com/vrovra/…', '#', 'ts', '#', 'government', '#', 'job2025', '#', 'vro', '#', 'vra', '#', 'telanganacongress', '#', 'revanth', '#', 'reddy', '#', 'news', '#', 'telugu', '#', 'government', '#', 'governmentjobs', '#', 'jobs', '#', 'latestjobs', '#', 'tsnews']",2
revanth reddy,"Do not increase Lok Sabha seat numbers,"" in the delimitation exercise, #CM #Revanth Reddy tells Centre","#CM,#Revanth","['do', 'not', 'increase', 'lok', 'sabha', 'seat', 'numbers', ',', ""''"", 'in', 'the', 'delimitation', 'exercise', ',', '#', 'cm', '#', 'revanth', 'reddy', 'tells', 'centre']",1
revanth reddy,"#BRS MLAs meet #Revanth Reddy on development works
telanganatoday.com/harish-ra…","#BRS,#Revanth","['#', 'brs', 'mlas', 'meet', '#', 'revanth', 'reddy', 'on', 'development', 'works', 'telanganatoday.com/harish-ra…']",2
revanth reddy,"రేవంత్ రెడ్డిపై సంచలన వ్యాఖ్యలు చేసిన గుమ్మడి నర్సయ్య..?

ఇటీవల సీఎం రేవంత్ రెడ్డిని కలిసేందుకు ఆయన నివాసం వద్దకు గుమ్మడి నర్సయ్య వచ్చారు. అయితే అపాయిట్ 

#revanth #gummadi #KCR #Reddy

@singerrevanth @Adinarayana_JMD @INCIndia 

indiaherald.com/Editorial/Re…","#revanth,#gummadi,#KCR,#Reddy","['రేవంత్', 'రెడ్డిపై', 'సంచలన', 'వ్యాఖ్యలు', 'చేసిన', 'గుమ్మడి', 'నర్సయ్య', '..', '?', 'ఇటీవల', 'సీఎం', 'రేవంత్', 'రెడ్డిని', 'కలిసేందుకు', 'ఆయన', 'నివాసం', 'వద్దకు', 'గుమ్మడి', 'నర్సయ్య', 'వచ్చారు', '.', 'అయితే', 'అపాయిట్', '#', 'revanth', '#', 'gummadi', '#', 'kcr', '#', 'reddy', '@', 'singerrevanth', '@', 'adinarayana_jmd', '@', 'incindia', 'indiaherald.com/editorial/re…']",0
revanth reddy,"రేవంత్ ప్రభుత్వానికి అభినందనలు తెలిపిన రాహుల్, ప్రియాంక గాంధీలు
# ARR social media #Telangana Congress #Revanth Reddy 
@revanth_anumula
@TG PRAJA PALANA","#Telangana,#Revanth","['రేవంత్', 'ప్రభుత్వానికి', 'అభినందనలు', 'తెలిపిన', 'రాహుల్', ',', 'ప్రియాంక', 'గాంధీలు', '#', 'arr', 'social', 'media', '#', 'telangana', 'congress', '#', 'revanth', 'reddy', '@', 'revanth_anumula', '@', 'tg', 'praja', 'palana']",1
